,Year_Birth,Education,Marital_Status,Complain,NumWebVisitsMonth,YearRange,HaveChild,AcceptedCmp,Income,Kidhome,Teenhome,Dt_Customer,Recency,TotalChild,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,MntGroceryProducts,TotalPurchase
330,1986,Graduation,Divorced,0,6,1980,0,0,41411.0,0,0,07-12-2013,11,0,37,32,38,11,3,18,1,2,1,4,81,8
1741,1985,Graduation,Single,0,2,1980,0,0,70596.0,0,0,05-10-2012,68,0,347,44,534,17,0,26,1,3,5,12,595,21
56,1982,Master,Single,0,1,1980,0,3,75777.0,0,0,04-07-2013,12,0,712,26,538,69,13,80,1,3,6,11,633,21
1051,1961,Graduation,Married,0,1,1960,0,1,88347.0,0,0,03-07-2013,32,0,1050,178,555,77,138,118,1,4,7,9,810,21
411,1982,Master,Married,0,8,1980,1,0,18492.0,1,0,05-06-2014,75,1,2,2,2,2,1,1,1,1,0,2,6,4
435,1972,Master,Divorced,0,8,1970,1,0,42618.0,1,0,09-10-2013,92,1,76,14,74,13,5,10,2,5,0,4,101,11
720,1952,Master,Married,0,2,1950,1,0,70545.0,0,1,03-06-2014,29,1,138,39,63,55,18,21,1,4,1,7,157,13
940,1967,Graduation,Divorced,0,2,1960,1,0,70647.0,0,1,21-09-2012,65,1,561,85,171,25,123,114,2,4,7,13,281,26
955,1959,Master,Married,0,1,1950,0,1,82576.0,0,0,01-08-2012,66,0,1206,55,445,168,18,18,1,2,4,12,668,19
1126,1964,Graduation,Married,0,6,1960,1,0,68142.0,0,1,29-08-2012,96,1,897,126,196,91,112,37,3,10,4,7,413,24
863,1975,Graduation,Married,0,8,1970,1,0,35797.0,0,1,16-10-2012,16,1,27,1,14,4,1,21,2,2,0,3,19,7
29,1970,Graduation,Married,0,5,1970,1,1,40548.0,0,1,10-10-2012,31,1,110,0,5,2,0,3,2,2,1,4,7,9
35,1973,Graduation,Divorced,0,5,1970,1,0,42429.0,0,1,11-02-2014,99,1,55,0,6,2,0,4,2,1,1,3,8,7
1236,1982,Master,Married,0,3,1980,0,2,73450.0,0,0,05-12-2013,85,0,1142,51,415,90,69,37,1,7,8,11,556,27
422,1964,Graduation,Married,0,4,1960,1,0,75236.0,0,1,25-11-2013,27,1,438,66,400,12,38,114,1,8,3,13,478,25
1404,1985,Graduation,Married,0,2,1980,0,2,92533.0,0,0,19-12-2013,84,0,693,21,118,110,147,42,1,6,5,11,249,23
1584,1977,Graduation,Married,0,8,1970,1,1,31353.0,1,1,29-12-2013,24,2,10,0,10,3,1,7,2,1,1,2,13,6
1474,1973,Master,Married,0,8,1970,1,0,54108.0,1,1,05-11-2012,74,2,539,6,91,8,6,97,13,8,2,9,105,32
1099,1954,Graduation,Married,0,7,1950,1,0,46734.0,0,1,18-11-2012,40,1,110,5,137,26,23,29,2,6,1,5,168,14
1484,1986,Graduation,Married,0,2,1980,0,0,79529.0,0,0,27-04-2014,1,0,423,42,706,73,197,197,1,4,8,9,821,22
1256,1957,PhD,Married,0,9,1950,1,0,37633.0,1,1,20-09-2012,49,2,13,4,20,0,0,1,2,1,0,3,24,6
524,1951,Master,Married,0,7,1950,1,0,47352.0,0,1,11-04-2013,70,1,172,12,112,8,0,15,4,6,1,5,132,16
1458,1946,PhD,Married,0,7,1940,1,1,64014.0,2,1,10-06-2014,56,3,406,0,30,0,0,8,7,8,2,5,30,22
1659,1951,Graduation,Single,0,7,1950,1,0,49090.0,0,1,19-07-2013,45,1,494,5,82,7,0,100,3,7,2,9,94,21
1151,1952,Master,Married,0,8,1950,1,0,33444.0,1,1,03-11-2012,24,2,8,0,8,0,0,2,1,1,0,2,8,4
762,1974,PhD,Single,0,1,1970,0,0,71466.0,0,0,05-04-2014,86,0,412,12,546,78,182,0,1,4,4,10,636,19
1108,1976,Graduation,Married,0,3,1970,1,1,85606.0,0,1,12-11-2012,89,1,717,42,864,219,30,84,2,6,7,9,1125,24
1463,1988,Graduation,Married,0,4,1980,0,4,87679.0,0,0,27-07-2013,62,0,1259,172,815,97,148,33,1,7,11,10,1084,29
1403,1973,2n Cycle,Divorced,0,6,1970,1,0,31163.0,1,0,13-02-2014,54,1,2,3,10,11,2,10,1,1,0,3,24,5
654,1964,PhD,Married,0,5,1960,1,0,59304.0,0,1,29-07-2013,81,1,418,61,428,80,51,10,3,7,8,10,569,28
1746,1973,PhD,Married,0,7,1970,1,0,39435.0,1,0,06-08-2013,16,1,71,0,18,0,0,13,1,3,1,2,18,7
745,1988,Master,Married,0,3,1980,0,0,78285.0,0,0,28-10-2013,13,0,647,107,391,175,67,40,1,6,4,10,673,21
1439,1952,Graduation,Married,0,1,1950,0,1,83844.0,0,0,12-05-2013,57,0,901,31,345,75,31,191,1,4,4,11,451,20
548,1959,Graduation,Married,0,6,1950,1,5,87771.0,0,1,22-05-2013,61,1,1492,38,287,50,57,33,1,5,10,4,375,20
829,1956,Master,Single,0,5,1950,1,0,55284.0,0,1,24-12-2012,60,1,547,7,140,0,7,63,3,7,5,8,147,23
494,1953,Graduation,Divorced,0,6,1950,0,0,53653.0,0,0,07-11-2012,29,0,815,10,239,28,10,108,2,10,4,12,277,28
580,1975,Master,Married,0,2,1970,0,3,92163.0,0,0,12-12-2012,25,0,817,183,797,106,163,20,0,5,11,5,1086,21
1565,1973,PhD,Single,0,8,1970,1,1,48432.0,0,1,18-10-2012,3,1,322,3,50,4,3,42,5,7,1,6,57,19
993,1965,2n Cycle,Married,0,3,1960,0,1,70924.0,0,0,07-04-2014,41,0,635,114,254,132,152,76,1,6,6,7,500,20
431,1946,Graduation,Married,0,5,1940,0,0,18100.0,0,0,06-08-2013,14,0,3,1,2,4,3,1,1,0,0,3,7,4
1714,1952,Graduation,Married,0,2,1950,0,0,81795.0,0,0,26-10-2012,74,0,324,132,693,27,118,88,1,4,11,7,852,23
716,1948,PhD,Divorced,0,8,1940,1,0,45072.0,1,2,16-10-2013,74,3,144,2,99,7,2,30,5,6,1,4,108,16
1110,1974,2n Cycle,Married,0,6,1970,1,0,49669.0,1,0,24-05-2014,97,1,166,5,107,11,8,29,2,5,1,6,123,14
1509,1967,Master,Single,0,7,1960,1,0,59235.0,1,0,12-01-2013,4,1,448,40,469,80,0,91,3,11,2,12,589,28
1154,1991,Master,Single,0,1,1990,0,1,90638.0,0,0,13-02-2014,29,0,1156,120,915,94,144,96,1,3,4,10,1129,18
40,1959,PhD,Single,0,2,1950,0,0,51222.5,0,0,05-11-2013,80,0,81,11,50,3,2,39,1,1,3,4,64,9
1197,1957,2n Cycle,Divorced,0,4,1950,0,1,77297.0,0,0,26-01-2013,84,0,408,61,109,48,122,41,1,5,7,9,218,22
75,1965,Graduation,Married,0,8,1960,0,2,56046.0,0,0,02-01-2013,9,0,577,0,64,0,0,51,2,10,1,8,64,21
1027,1966,PhD,Married,0,8,1960,1,1,28764.0,1,1,05-06-2014,16,2,8,0,3,0,0,1,1,1,0,2,3,4
962,1950,Graduation,Married,0,3,1950,0,3,80763.0,0,0,15-08-2013,17,0,674,168,108,192,42,231,1,5,11,6,468,23
247,1964,Graduation,Single,0,3,1960,1,0,45989.0,0,1,22-10-2012,97,1,138,33,87,28,24,12,4,3,2,7,148,16
1572,1955,Master,Divorced,0,3,1950,0,1,70638.0,0,0,01-06-2013,69,0,1016,12,215,16,12,63,1,4,5,10,243,20
1286,1955,2n Cycle,Married,0,2,1950,1,0,74805.0,0,1,06-11-2013,14,1,209,162,209,41,162,37,5,4,7,10,412,26
1366,1972,PhD,Married,0,5,1970,1,0,29791.0,1,0,15-05-2014,21,1,14,0,6,0,0,0,2,2,0,3,6,7
186,1988,Graduation,Married,0,8,1980,1,0,38872.0,1,0,30-05-2013,93,1,23,3,21,3,19,22,2,3,0,3,27,8
862,1972,Graduation,Single,0,8,1970,1,2,24762.0,1,0,10-02-2014,16,1,6,10,12,3,15,40,3,3,1,2,25,9
312,1965,PhD,Divorced,0,7,1960,1,0,47025.0,1,1,09-02-2014,6,2,16,0,3,0,0,1,1,1,0,2,3,4
8,1974,PhD,Married,0,9,1970,1,1,30351.0,1,0,06-06-2013,19,1,14,0,24,3,3,2,1,3,0,2,27,6
672,1969,PhD,Married,0,2,1960,0,0,69476.0,0,0,30-09-2013,3,0,260,86,559,63,9,67,1,4,6,4,708,15
1562,1988,Basic,Married,0,9,1980,1,1,13724.0,1,0,31-08-2012,43,1,2,7,5,2,15,27,1,2,0,2,14,5
933,1971,PhD,Single,0,8,1970,1,0,42767.0,2,0,11-05-2013,53,2,20,6,43,19,5,38,1,3,1,2,68,7
792,1981,Graduation,Married,0,6,1980,0,0,26872.0,0,0,16-10-2013,0,0,3,10,8,3,16,32,1,1,1,2,21,5
688,1986,Graduation,Married,0,4,1980,1,2,71952.0,1,0,10-01-2013,93,1,656,80,455,52,107,93,2,8,4,8,587,22
1479,1971,PhD,Married,0,1,1970,0,0,78931.0,0,0,25-10-2013,19,0,331,197,170,58,152,35,1,2,8,13,425,24
1617,1981,Graduation,Single,0,2,1980,0,1,58684.0,0,0,16-06-2014,71,0,479,35,179,28,7,85,1,5,3,12,242,21
1502,1975,PhD,Married,0,5,1970,1,0,69283.0,0,1,14-06-2014,41,1,674,62,134,0,26,8,4,7,3,13,196,27
1239,1975,Graduation,Divorced,0,1,1970,0,4,83829.0,0,0,08-10-2013,78,0,897,161,430,186,161,27,0,4,7,6,777,17
1437,1963,Master,Divorced,0,2,1960,1,0,49476.0,0,1,20-06-2013,29,1,386,23,95,54,41,196,4,2,11,5,172,22
927,1979,Graduation,Divorced,0,3,1970,1,0,68274.0,1,1,30-09-2013,83,2,135,25,51,23,25,46,2,4,2,5,99,13
445,1966,2n Cycle,Single,0,4,1960,0,3,89572.0,0,0,15-09-2012,44,0,606,24,974,197,194,64,1,7,7,9,1195,24
1592,1982,2n Cycle,Married,0,3,1980,0,0,66664.0,0,0,25-09-2012,78,0,398,96,447,220,96,32,1,5,7,6,763,19
464,1956,Graduation,Married,0,5,1950,1,0,62503.0,0,1,18-02-2013,40,1,478,0,193,110,75,117,4,8,3,11,303,26
1402,1983,Master,Married,0,7,1980,1,0,27100.0,1,0,05-04-2013,64,1,12,0,13,2,0,10,1,1,0,3,15,5
195,1978,Graduation,Divorced,0,6,1970,1,0,63693.0,0,1,14-10-2013,63,1,587,43,337,42,87,54,3,11,6,9,422,29
632,1971,PhD,Married,0,6,1970,1,0,46463.0,1,1,18-08-2013,56,2,163,2,40,8,11,11,7,3,1,6,50,17
1525,1967,Master,Married,0,7,1960,1,0,37054.0,1,1,15-09-2013,89,2,12,1,6,0,1,5,2,1,0,3,7,6
1168,1952,Graduation,Single,0,5,1950,1,0,62307.0,0,1,17-02-2014,94,1,87,13,34,10,6,10,1,4,0,4,57,9
1742,1967,Graduation,Married,0,6,1960,1,0,42664.0,0,1,18-03-2014,44,1,21,0,3,0,0,0,1,1,0,3,3,5
994,1969,Graduation,Married,0,2,1960,0,0,54165.0,0,0,28-05-2013,72,0,127,4,73,15,6,11,1,2,1,7,92,11
817,1956,Graduation,Married,0,3,1950,1,0,71391.0,0,1,29-03-2013,50,1,336,123,274,46,123,141,5,6,5,12,443,28
243,1958,2n Cycle,Married,0,6,1950,0,0,26490.0,0,0,22-09-2012,92,0,45,47,52,21,20,25,2,3,1,5,120,11
401,1955,PhD,Married,0,6,1950,1,1,66465.0,0,1,30-03-2013,1,1,1200,0,204,38,29,14,3,11,9,12,242,35
642,1947,PhD,Married,0,4,1940,1,0,73059.0,0,1,31-08-2013,36,1,410,112,420,0,82,71,1,9,3,13,532,26
1005,1958,PhD,Divorced,0,4,1950,1,0,32173.0,0,1,01-08-2013,0,1,18,0,2,0,0,2,1,1,0,3,2,5
1524,1974,Graduation,Married,0,6,1970,1,0,67445.0,0,1,12-08-2012,63,1,757,80,217,29,80,11,5,9,6,12,326,32
1648,1980,Graduation,Married,0,7,1980,1,0,33228.0,1,0,23-01-2014,28,1,22,2,31,7,4,5,1,2,0,3,40,6
477,1969,Graduation,Married,0,7,1960,1,0,14045.0,1,0,26-01-2014,24,1,11,0,5,2,1,1,1,1,0,3,7,5
1571,1956,Master,Married,0,2,1950,0,1,90226.0,0,0,26-09-2012,26,0,1083,108,649,253,151,108,1,4,7,12,1010,24
1663,1990,Graduation,Married,0,8,1990,0,0,18222.0,0,0,31-12-2012,70,0,12,4,19,12,6,14,1,2,0,3,35,6
958,1954,Graduation,Married,0,7,1950,1,1,53103.0,0,1,12-09-2013,70,1,729,17,133,11,0,195,5,10,6,7,161,28
1623,1947,PhD,Divorced,0,6,1940,1,0,25358.0,0,1,22-07-2013,57,1,19,0,5,0,0,8,2,1,0,3,5,6
760,1955,Master,Single,0,3,1950,1,0,51124.0,1,1,18-12-2013,79,2,26,1,11,0,1,4,2,1,0,3,12,6
285,1952,Master,Married,0,8,1950,1,2,55951.0,0,1,23-08-2012,62,1,1241,0,80,0,13,40,3,3,6,11,80,23
471,1974,Graduation,Single,0,9,1970,1,2,32233.0,1,0,19-08-2012,26,1,138,15,35,25,11,72,2,6,2,2,75,12
1228,1963,Graduation,Divorced,0,6,1960,1,0,68118.0,0,1,18-10-2013,51,1,595,23,123,10,23,154,2,8,9,4,156,23
813,1992,Graduation,Single,0,6,1990,0,0,48789.0,0,0,10-09-2012,94,0,351,16,156,7,5,145,1,6,4,7,179,18
1609,1976,Master,Married,0,7,1970,1,0,30560.0,1,0,27-06-2013,6,1,9,1,5,4,5,7,1,1,0,3,10,5
712,1991,Graduation,Married,0,4,1990,0,1,89891.0,0,0,15-04-2013,17,0,412,22,132,59,28,183,1,11,6,8,213,26
651,1987,Basic,Single,0,6,1980,1,0,21063.0,1,0,25-09-2013,34,1,1,10,11,19,3,15,2,2,0,3,40,7
1291,1972,Graduation,Married,0,7,1970,1,0,40321.0,1,1,29-07-2013,59,2,44,4,21,6,0,27,2,3,0,3,31,8
1668,1951,Master,Divorced,0,5,1950,1,0,73705.0,0,2,05-03-2014,86,2,612,91,520,258,107,107,2,9,6,8,869,25
905,1979,Master,Married,0,8,1970,0,0,24401.0,0,0,31-08-2012,98,0,73,28,217,10,24,115,3,6,1,6,255,16
1628,1981,Graduation,Single,0,2,1980,0,3,72066.0,0,0,23-06-2014,55,0,1003,34,536,134,51,34,1,4,6,6,704,17
426,1949,Master,Divorced,0,8,1940,1,0,51529.0,0,1,07-09-2013,14,1,400,4,35,6,0,22,2,9,1,5,45,17
1522,1956,Graduation,Married,0,5,1950,1,0,63943.0,0,1,02-09-2012,50,1,423,184,368,13,97,21,1,6,4,6,565,17
1222,1973,PhD,Married,0,8,1970,1,0,20427.0,1,0,24-03-2014,63,1,5,0,4,0,0,1,1,1,0,2,4,4
162,1988,Graduation,Single,0,1,1980,0,0,66951.0,0,0,02-11-2013,46,0,277,162,305,173,76,124,1,3,4,7,640,15
1105,1951,Master,Married,0,7,1950,1,1,67381.0,0,1,15-01-2013,67,1,815,8,53,11,0,70,4,2,2,9,72,17
1074,1982,Master,Married,0,7,1980,1,0,27590.0,1,0,23-04-2013,38,1,6,0,5,0,0,1,1,1,0,2,5,4
757,1953,Graduation,Married,0,7,1950,1,0,41452.0,1,1,06-03-2013,86,2,13,0,3,0,0,0,1,1,0,2,3,4
646,1975,Graduation,Divorced,0,4,1970,1,0,58330.0,0,1,25-12-2013,87,1,445,53,213,104,98,151,1,6,4,13,370,24
1185,1957,Graduation,Married,0,7,1950,1,1,42213.0,0,1,12-10-2013,96,1,309,3,24,4,3,20,2,5,1,7,31,15
1481,1988,Graduation,Married,0,1,1980,0,0,84219.0,0,0,02-02-2014,27,0,434,137,400,45,137,45,1,3,4,10,582,18
1686,1977,Graduation,Married,0,7,1970,1,0,22108.0,1,1,08-05-2014,46,2,5,3,9,6,2,6,2,2,0,3,18,7
194,1968,Graduation,Single,0,1,1960,0,0,75922.0,0,0,09-12-2013,60,0,265,138,553,224,23,92,1,4,4,9,915,18
474,1964,PhD,Divorced,0,3,1960,0,1,78825.0,0,0,14-09-2012,35,0,483,74,114,169,37,18,1,5,10,13,357,29
1534,1985,Graduation,Married,0,8,1980,1,0,44322.0,1,0,16-06-2014,30,1,46,0,40,3,0,3,2,3,0,3,43,8
569,1974,PhD,Married,0,6,1970,1,1,45207.0,1,1,10-11-2012,64,2,203,0,10,0,0,2,5,3,1,6,10,15
1244,1944,Graduation,Married,0,4,1940,0,1,55956.0,0,0,07-04-2014,22,0,760,38,104,50,9,38,2,7,3,4,192,16
49,1977,Graduation,Divorced,0,1,1970,0,3,82582.0,0,0,07-06-2014,54,0,510,120,550,156,40,241,1,4,9,7,826,21
1054,1968,Master,Single,0,5,1960,1,0,50014.0,1,0,22-01-2014,9,1,234,14,77,19,10,42,2,4,1,8,110,15
644,1963,Graduation,Married,0,6,1960,1,0,56253.0,0,1,07-12-2012,83,1,509,0,65,7,11,5,4,7,2,9,72,22
1032,1974,Graduation,Married,0,8,1970,1,0,42557.0,0,1,29-08-2012,98,1,192,5,53,0,5,15,4,6,1,4,58,15
1573,1960,Graduation,Married,0,4,1960,1,0,44512.0,1,1,30-08-2013,57,2,23,1,6,0,0,2,2,1,0,3,7,6
1360,1980,Graduation,Married,0,8,1980,1,0,44964.0,1,1,16-12-2012,35,2,19,1,17,2,0,2,1,1,0,3,20,5
1193,1991,PhD,Married,0,2,1990,0,0,68682.0,0,0,06-10-2013,56,0,919,0,505,99,30,45,1,4,9,10,604,24
825,1981,Graduation,Married,0,9,1980,1,0,19419.0,1,0,10-11-2012,76,1,2,14,28,16,3,7,4,4,0,3,58,11
1242,1948,PhD,Married,0,6,1940,1,0,45579.0,0,1,20-08-2013,10,1,145,1,33,2,1,1,1,4,1,4,36,10
44,1951,Graduation,Single,0,6,1950,1,0,51222.5,2,1,01-01-2014,96,3,48,5,48,6,10,7,3,2,1,4,59,10
1438,1953,Graduation,Married,0,8,1950,1,0,50725.0,0,1,13-02-2013,45,1,443,10,75,0,10,48,4,8,1,8,85,21
245,1974,PhD,Single,0,6,1970,1,0,30899.0,1,0,13-10-2012,35,1,24,0,8,0,0,1,2,1,0,3,8,6
1047,1966,Graduation,Married,0,3,1960,1,0,70713.0,0,1,03-12-2012,23,1,736,114,279,82,76,190,6,5,6,8,475,25
300,1976,Graduation,Divorced,0,6,1970,1,0,12571.0,1,0,18-01-2014,86,1,3,5,14,2,12,17,4,3,1,3,21,11
583,1972,PhD,Married,0,1,1970,0,0,59973.0,0,0,11-09-2013,47,0,130,30,168,20,34,0,1,3,4,7,218,15
1518,1957,Graduation,Divorced,0,7,1950,1,0,66033.0,0,1,20-01-2013,76,1,293,35,179,46,59,65,2,8,3,7,260,20
269,1968,Master,Divorced,0,6,1960,1,0,63841.0,0,1,21-04-2013,64,1,635,15,100,20,7,131,1,9,3,9,135,22
1367,1956,Master,Married,0,5,1950,1,0,63915.0,0,2,30-07-2013,2,2,622,7,115,30,0,15,2,6,3,12,152,23
313,1961,PhD,Divorced,0,7,1960,1,0,64325.0,0,1,07-02-2013,41,1,731,60,353,78,12,73,5,10,3,5,491,23
1600,1947,PhD,Married,0,4,1940,1,0,73059.0,0,1,31-08-2013,36,1,410,112,420,0,82,71,1,9,3,13,532,26
283,1971,Graduation,Married,0,9,1970,1,0,16626.0,2,0,15-01-2014,76,2,8,3,22,21,1,13,3,3,0,3,46,9
1211,1956,Master,Married,0,3,1950,1,0,55249.0,0,1,17-04-2014,81,1,97,1,19,2,0,11,1,2,1,4,22,8
540,1989,Graduation,Single,0,7,1980,1,2,21474.0,1,0,08-04-2014,0,1,6,16,24,11,0,34,2,3,1,2,51,8
406,1994,Graduation,Married,0,5,1990,0,4,80134.0,0,0,14-02-2014,11,0,966,26,282,52,26,26,1,2,7,11,360,21
338,1976,Master,Married,0,6,1970,1,1,33181.0,1,0,03-01-2014,90,1,9,0,3,0,0,4,1,1,0,2,3,4
466,1977,Master,Married,0,5,1970,1,0,55842.0,0,1,23-05-2014,19,1,451,0,39,0,4,24,1,7,1,8,39,17
363,1972,PhD,Single,0,8,1970,1,1,38578.0,1,1,22-06-2013,2,2,38,4,22,3,3,3,3,3,0,3,29,9
746,1978,PhD,Single,0,7,1970,1,2,31626.0,1,0,10-05-2013,12,1,39,1,9,2,1,34,1,2,1,2,12,6
320,1983,Graduation,Single,0,8,1980,1,0,24072.0,1,0,16-04-2013,79,1,9,1,6,3,0,4,1,1,0,2,10,4
1351,1970,Master,Married,0,5,1970,1,0,51222.5,0,1,01-04-2013,39,1,187,5,65,26,20,14,2,4,2,6,96,14
1161,1965,Graduation,Married,0,4,1960,1,0,44393.0,1,1,22-08-2013,86,2,24,2,20,2,2,10,2,1,0,4,24,7
70,1952,Graduation,Married,0,2,1950,0,0,28332.0,0,0,30-04-2014,58,0,14,10,13,4,15,9,1,2,1,4,27,8
1093,1966,Basic,Married,0,8,1960,0,0,22634.0,0,0,16-01-2013,47,0,2,23,11,8,6,46,1,2,1,2,42,6
500,1979,Graduation,Single,0,3,1970,1,0,60152.0,0,1,28-03-2013,6,1,325,83,300,86,58,91,1,6,4,12,469,23
10,1976,Basic,Married,0,8,1970,0,0,7500.0,0,0,13-11-2012,59,0,6,16,11,11,1,16,1,2,0,3,38,6
685,1978,Graduation,Divorced,0,8,1970,1,1,71022.0,0,1,11-02-2014,30,1,909,12,278,0,12,242,3,5,2,11,290,21
1024,1984,Graduation,Married,0,8,1980,1,1,35196.0,1,0,13-11-2012,68,1,75,12,141,43,39,187,6,6,1,5,196,18
505,1961,Graduation,Married,0,8,1960,1,0,36443.0,1,1,03-02-2013,9,2,65,0,46,4,3,20,4,3,1,3,50,11
1158,1958,Basic,Single,0,5,1950,1,0,15056.0,1,1,03-05-2013,76,2,6,12,3,21,6,40,5,2,2,3,36,12
974,1978,Graduation,Married,0,6,1970,0,1,75437.0,0,0,09-11-2013,25,0,795,0,545,95,58,0,1,8,4,10,640,23
1538,1950,PhD,Married,0,9,1950,1,1,55517.0,1,1,27-09-2012,53,2,483,0,108,0,6,36,5,11,1,6,108,23
64,1958,Graduation,Married,0,4,1950,1,0,69096.0,0,1,27-09-2013,4,1,247,49,159,7,82,109,1,5,2,10,215,18
1081,1960,PhD,Single,0,2,1960,0,1,76045.0,0,0,15-11-2013,78,0,760,53,400,17,93,0,1,4,5,11,470,21
1426,1965,PhD,Married,0,8,1960,0,0,32727.0,0,0,28-08-2012,38,0,167,13,180,86,13,70,2,7,3,5,279,17
1662,1981,2n Cycle,Single,0,7,1980,1,0,24336.0,1,0,27-08-2012,82,1,1,6,2,8,2,12,1,1,0,2,16,4
416,1989,Graduation,Married,0,6,1980,1,2,75433.0,1,0,05-04-2014,28,1,800,0,297,0,34,57,2,2,5,10,297,19
1014,1972,Master,Single,0,7,1970,1,0,46423.0,1,1,18-09-2013,6,2,68,0,16,0,0,8,3,2,0,4,16,9
1606,1954,Graduation,Divorced,0,7,1950,1,0,50002.0,0,1,17-06-2013,21,1,443,5,71,21,16,82,2,8,2,7,97,19
205,1974,Master,Married,0,7,1970,1,0,46014.0,1,1,21-01-2013,21,2,410,0,59,19,9,44,10,7,1,8,78,26
328,1965,Graduation,Married,0,3,1960,0,2,83003.0,0,0,03-03-2013,18,0,856,61,570,40,25,122,1,7,6,8,671,22
486,1971,PhD,Married,0,6,1970,1,0,78642.0,0,1,21-04-2013,83,1,1396,0,322,46,35,17,1,4,9,4,368,18
1079,1970,Graduation,Married,0,5,1970,1,0,53187.0,1,0,26-10-2013,66,1,211,2,30,7,7,10,2,4,1,6,39,13
1478,1975,2n Cycle,Married,0,8,1970,1,1,46772.0,0,1,07-11-2012,88,1,350,104,189,197,151,57,6,11,8,5,490,30
1061,1977,Graduation,Married,0,8,1970,1,0,54233.0,0,1,04-02-2013,46,1,652,8,158,21,0,142,4,11,6,5,187,26
528,1981,Master,Single,0,7,1980,1,0,22944.0,1,0,23-12-2013,67,1,19,3,19,4,5,26,3,3,0,3,26,9
1678,1973,PhD,Married,0,3,1970,1,0,54222.0,0,1,01-03-2014,98,1,199,12,31,3,12,7,1,3,3,5,46,12
656,1970,Graduation,Divorced,0,3,1970,1,0,66731.0,0,1,12-09-2012,33,1,371,159,194,58,106,141,4,4,3,6,411,17
418,1968,Graduation,Married,0,3,1960,1,0,61314.0,0,1,25-04-2013,1,1,378,0,189,97,172,172,2,5,5,12,286,24
1194,1963,Graduation,Single,0,7,1960,1,0,34377.0,0,1,19-01-2013,55,1,62,0,22,3,1,26,2,2,2,2,25,8
1464,1978,Graduation,Married,0,6,1970,1,0,57867.0,1,0,01-10-2013,48,1,344,35,178,15,23,17,7,7,2,9,228,25
984,1952,Graduation,Married,0,1,1950,0,1,83844.0,0,0,12-05-2013,57,0,901,31,345,75,31,191,1,4,4,11,451,20
590,1960,Graduation,Married,0,5,1960,1,0,62807.0,0,1,31-08-2012,83,1,526,28,135,10,21,99,3,5,3,12,173,23
725,1950,PhD,Single,0,5,1950,1,0,48767.0,1,2,01-01-2014,79,3,28,1,21,3,0,10,3,2,1,3,25,9
744,1967,Graduation,Single,0,6,1960,1,0,79146.0,1,1,24-04-2014,33,2,245,16,223,21,43,16,2,8,1,8,260,19
1260,1972,PhD,Married,0,7,1970,1,2,57091.0,0,1,23-11-2012,82,1,462,0,24,6,0,4,2,9,2,5,30,18
472,1975,Graduation,Married,0,5,1970,1,0,43057.0,0,1,30-10-2013,30,1,213,2,44,0,2,5,4,4,2,5,46,15
1551,1947,Master,Married,0,1,1940,0,0,78093.0,0,0,11-12-2013,53,0,368,32,639,13,43,10,1,4,7,5,684,17
131,1976,Basic,Divorced,0,8,1970,1,0,9548.0,1,0,08-08-2012,31,1,0,1,3,10,6,9,2,1,0,3,14,6
15,1980,Graduation,Married,0,8,1980,1,0,41850.0,1,1,24-12-2012,51,2,53,5,19,2,13,4,3,3,0,3,26,9
439,1955,Graduation,Single,0,3,1950,1,0,57959.0,0,1,02-05-2013,71,1,430,16,322,43,24,33,5,4,7,11,381,27
1647,1976,PhD,Married,0,7,1970,1,0,49544.0,1,0,12-02-2013,0,1,308,0,73,0,0,23,2,5,1,8,73,16
476,1974,Graduation,Married,0,6,1970,1,0,60093.0,0,1,26-06-2013,92,1,502,12,109,16,6,90,2,7,2,10,137,21
1191,1965,Graduation,Single,0,3,1960,1,0,61559.0,0,1,17-07-2013,8,1,279,83,88,32,14,34,1,4,2,10,203,17
1353,1956,2n Cycle,Married,0,6,1950,1,0,54342.0,1,1,03-07-2013,74,2,84,10,34,11,10,28,4,3,1,4,55,12
728,1952,Graduation,Married,0,1,1950,0,1,83844.0,0,0,12-05-2013,57,0,901,31,345,75,31,191,1,4,4,11,451,20
1182,1990,Graduation,Married,0,7,1990,0,0,18351.0,0,0,29-10-2013,1,0,1,12,9,0,14,7,1,2,0,3,21,6
1335,1950,2n Cycle,Married,0,6,1950,0,0,52203.0,0,0,31-07-2012,36,0,488,21,238,56,108,28,1,8,7,11,315,27
693,1986,Graduation,Married,0,8,1980,1,0,25252.0,1,0,12-07-2013,26,1,1,3,4,2,2,6,1,1,0,2,9,4
1681,1978,Graduation,Married,0,5,1970,1,0,41154.0,0,1,09-04-2013,98,1,44,2,11,2,3,7,1,1,0,4,15,6
1149,1979,Basic,Married,0,8,1970,1,0,23724.0,1,0,08-01-2013,65,1,5,23,15,0,18,14,2,2,0,3,38,7
703,1965,Master,Married,0,4,1960,1,0,74806.0,0,1,19-12-2012,1,1,670,9,249,0,28,9,2,5,4,5,258,16
103,1969,Graduation,Married,0,6,1960,1,0,52413.0,0,2,02-02-2013,56,2,295,106,271,75,98,65,4,6,4,12,452,26
1245,1963,Master,Single,0,3,1960,1,0,64191.0,0,1,22-01-2013,30,1,420,15,186,151,38,15,3,5,3,13,352,24
