,AcceptedCmp,Complain,Dt_Customer,Education,HaveChild,Income,Kidhome,Marital_Status,MntFishProducts,MntFruits,MntGoldProds,MntGroceryProducts,MntMeatProducts,MntSweetProducts,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Teenhome,TotalChild,TotalPurchase,Unnamed: 0,YearRange,Year_Birth
578,0,0,20-08-2013,Graduation,0,24221.0,0,Married,2,9,22,20,9,5,8,1,1,3,1,4,94,0,0,6,578,1950,1959
579,1,1,12-10-2012,PhD,1,39684.0,1,Single,6,0,17,41,35,4,19,1,2,2,2,7,41,0,1,7,579,1980,1984
580,3,0,12-12-2012,Master,0,92163.0,0,Married,106,183,20,1086,797,163,817,11,0,5,5,2,25,0,0,21,580,1970,1975
581,0,0,10-11-2013,Master,0,69882.0,0,Single,132,127,165,894,635,127,292,7,1,9,3,1,94,0,0,20,581,1960,1965
582,0,0,30-01-2014,Graduation,1,33178.0,1,Married,11,6,16,19,2,2,12,0,1,3,1,4,9,0,1,5,582,1970,1977
583,0,0,11-09-2013,PhD,0,59973.0,0,Married,20,30,0,218,168,34,130,4,1,7,3,1,47,0,0,15,583,1970,1972
584,1,0,19-09-2013,Master,1,17459.0,1,Married,3,4,30,23,16,10,6,1,3,2,3,7,12,0,1,9,584,1970,1975
585,0,0,26-10-2012,Graduation,1,23910.0,1,Divorced,7,12,13,37,18,1,16,0,1,3,2,7,80,0,1,6,585,1960,1969
586,0,0,19-10-2013,Master,1,42169.0,1,Married,0,0,2,9,9,0,19,0,2,3,1,8,20,1,2,6,586,1960,1969
587,0,0,04-06-2013,2n Cycle,1,26224.0,1,Married,13,7,15,35,15,9,4,1,3,3,2,6,39,0,1,9,587,1970,1978
588,0,0,17-08-2012,Graduation,1,31089.0,1,Married,2,3,4,36,31,8,31,0,3,4,3,8,57,0,1,10,588,1980,1981
589,0,0,21-02-2013,Graduation,1,30081.0,0,Single,0,0,4,2,2,0,36,0,1,3,1,7,27,1,1,5,589,1960,1961
590,0,0,31-08-2012,Graduation,1,62807.0,0,Married,10,28,99,173,135,21,526,3,3,12,5,5,83,1,1,23,590,1960,1960
591,0,0,17-09-2013,Graduation,0,72906.0,0,Single,71,32,54,622,519,75,400,4,1,9,3,1,79,0,0,17,591,1950,1955
592,0,0,09-12-2012,PhD,1,61467.0,0,Married,0,16,49,130,114,5,410,2,3,10,5,5,69,2,2,20,592,1940,1948
593,0,0,26-01-2013,Master,1,49618.0,1,Married,4,3,14,33,26,2,80,1,4,3,3,7,77,1,2,11,593,1960,1966
594,0,0,11-02-2014,Graduation,1,42429.0,0,Divorced,2,0,4,8,6,0,55,1,2,3,1,5,99,1,1,7,594,1970,1973
595,0,0,11-03-2013,Graduation,1,26150.0,2,Divorced,3,1,1,17,13,5,5,0,1,3,1,7,61,1,3,5,595,1950,1956
596,0,0,26-10-2012,Basic,1,30801.0,0,Married,15,4,11,24,5,2,8,0,2,3,1,7,23,1,1,6,596,1970,1975
597,1,0,07-05-2014,Graduation,0,81168.0,0,Married,147,0,22,739,592,22,410,4,1,7,6,3,84,0,0,18,597,1960,1965
598,0,0,19-08-2013,Master,0,26877.0,0,Single,20,13,40,109,76,18,101,1,2,6,3,6,74,0,0,12,598,1960,1969
599,0,0,18-07-2013,Master,0,45006.0,0,Divorced,16,25,10,94,53,0,162,1,1,7,3,3,90,0,0,12,599,1940,1944
600,0,0,11-12-2012,Basic,1,18978.0,1,Married,4,8,15,13,1,7,2,0,1,3,1,8,41,0,1,5,600,1970,1973
601,0,0,28-10-2013,Graduation,1,22574.0,2,Married,2,0,2,10,8,0,25,0,2,3,2,7,28,1,3,7,601,1960,1967
602,1,0,09-11-2012,PhD,0,48240.0,0,Single,64,91,41,403,248,49,389,3,3,13,6,5,73,0,0,25,602,1960,1969
603,0,0,26-07-2013,Graduation,1,45837.0,1,Married,17,13,24,117,87,17,215,2,5,5,6,7,88,1,2,18,603,1970,1974
604,0,0,06-05-2013,Master,1,35791.0,2,Single,0,0,3,5,5,0,27,0,2,3,1,8,94,1,3,6,604,1960,1965
605,0,0,18-03-2013,Graduation,1,54162.0,1,Divorced,6,6,10,22,10,5,5,0,1,3,1,4,31,1,2,5,605,1970,1978
606,0,0,17-08-2012,Master,1,30522.0,0,Married,19,8,26,110,83,11,179,2,5,9,1,2,6,1,1,17,606,1960,1960
607,0,0,11-07-2013,PhD,1,54456.0,0,Married,10,0,15,37,27,0,352,1,3,7,6,6,23,1,1,17,607,1960,1961
608,0,0,14-07-2013,Graduation,0,31632.0,0,Single,11,8,32,31,12,15,17,1,1,2,2,7,92,0,0,6,608,1970,1971
609,2,0,10-03-2014,Graduation,0,72298.0,0,Divorced,58,35,35,262,169,17,625,3,1,6,4,1,52,0,0,14,609,1940,1949
610,0,0,28-12-2013,2n Cycle,1,36975.0,1,Single,0,6,2,17,11,4,10,0,1,3,1,7,50,0,1,5,610,1970,1978
611,1,0,03-06-2013,2n Cycle,0,72635.0,0,Married,104,22,107,449,323,35,390,8,1,6,6,3,54,0,0,21,611,1950,1955
612,0,0,20-01-2013,Graduation,1,13624.0,1,Married,2,2,6,19,15,1,10,0,2,3,2,6,93,0,1,7,612,1970,1976
613,0,0,03-06-2013,Graduation,1,84196.0,0,Single,231,63,190,801,507,31,215,4,1,7,8,3,56,1,1,20,613,1970,1975
614,1,0,21-09-2012,Graduation,1,70971.0,0,Married,93,17,17,682,572,125,1001,11,7,5,11,7,28,1,1,34,614,1960,1960
615,0,0,06-09-2012,PhD,1,34487.0,1,Divorced,24,18,8,75,33,1,19,0,3,3,3,9,94,1,2,9,615,1970,1977
616,0,0,18-12-2012,Graduation,1,28769.0,1,Single,10,5,3,144,129,3,41,1,3,4,4,9,76,0,1,12,616,1970,1977
617,0,0,19-11-2013,PhD,1,69084.0,1,Married,39,107,30,345,199,30,1181,3,2,13,7,8,43,0,1,25,617,1970,1970
618,0,0,13-06-2014,PhD,0,65488.0,0,Married,36,45,54,288,207,18,603,4,1,6,3,1,46,0,0,14,618,1950,1958
619,0,0,15-01-2014,2n Cycle,1,62466.0,0,Married,168,129,83,556,259,121,129,3,5,12,6,4,13,1,1,26,619,1970,1970
620,2,0,15-02-2014,2n Cycle,0,32218.0,0,Single,13,24,30,52,15,1,10,1,1,3,2,7,27,0,0,7,620,1960,1960
621,1,0,18-04-2013,Graduation,0,83917.0,0,Single,42,22,79,796,732,198,514,7,1,7,6,3,12,0,0,21,621,1970,1973
622,0,0,10-03-2014,Graduation,1,46102.0,2,Divorced,0,0,1,1,1,0,14,0,1,2,1,7,3,1,3,4,622,1960,1962
623,0,0,04-06-2013,Graduation,0,84574.0,0,Single,38,20,163,771,713,54,387,11,1,11,9,5,72,0,0,32,623,1950,1952
624,0,0,08-01-2013,Graduation,1,56181.0,0,Married,8,103,48,180,69,44,121,2,1,7,4,4,6,1,1,14,624,1960,1962
625,1,0,28-09-2012,Master,1,63120.0,0,Divorced,54,69,69,402,279,41,965,4,5,9,8,7,53,1,1,26,625,1950,1950
626,1,0,06-11-2013,Graduation,1,73691.0,0,Married,85,21,73,356,250,43,707,2,2,8,6,2,58,1,1,18,626,1970,1971
627,0,0,05-10-2012,Graduation,1,63381.0,0,Married,33,50,159,225,142,50,571,5,4,13,4,2,78,1,1,26,627,1960,1960
628,0,0,13-05-2014,PhD,0,76140.0,0,Married,17,66,26,736,653,0,586,9,1,6,5,2,57,0,0,21,628,1940,1948
629,0,0,30-12-2012,PhD,1,62859.0,0,Divorced,16,89,25,207,102,12,1063,4,4,6,9,6,37,1,1,23,629,1950,1959
630,1,0,07-05-2013,Graduation,1,45906.0,0,Single,4,3,144,34,27,3,305,4,2,4,5,5,20,1,1,15,630,1960,1964
631,3,0,10-03-2013,Master,0,77632.0,0,Married,0,105,147,863,758,42,1200,2,1,6,4,2,73,0,0,13,631,1940,1947
632,0,0,18-08-2013,PhD,1,46463.0,1,Married,8,2,11,50,40,11,163,1,7,6,3,6,56,1,2,17,632,1970,1971
633,0,0,13-12-2013,Master,1,55282.0,1,Divorced,8,6,19,87,73,4,125,1,1,6,3,4,9,0,1,11,633,1970,1970
634,0,0,23-05-2014,Master,1,78710.0,0,Married,119,0,50,271,152,50,721,6,3,12,7,4,42,1,1,28,634,1970,1977
635,0,0,16-09-2013,Graduation,1,66886.0,0,Married,41,4,146,107,62,31,315,1,2,7,7,5,28,1,1,17,635,1950,1958
636,0,0,27-08-2012,Graduation,1,29103.0,1,Married,6,0,6,23,17,3,16,0,2,3,1,9,38,0,1,6,636,1980,1985
637,0,0,12-08-2012,Graduation,1,67445.0,0,Married,29,80,11,326,217,80,757,6,5,12,9,6,63,1,1,32,637,1970,1974
638,0,0,13-04-2014,PhD,1,50616.0,0,Married,0,2,9,27,25,1,30,1,1,4,1,2,71,1,1,7,638,1950,1950
639,0,0,03-08-2012,Graduation,1,49431.0,0,Divorced,26,3,17,129,100,0,219,1,2,5,7,8,9,1,1,15,639,1950,1955
640,0,0,04-01-2014,Graduation,1,61278.0,0,Married,2,3,15,33,28,6,111,1,2,4,3,6,87,1,1,10,640,1950,1953
641,0,0,22-09-2012,2n Cycle,0,26490.0,0,Married,21,47,25,120,52,20,45,1,2,5,3,6,92,0,0,11,641,1950,1958
642,0,0,31-08-2013,PhD,1,73059.0,0,Married,0,112,71,532,420,82,410,3,1,13,9,4,36,1,1,26,642,1940,1947
643,1,0,21-10-2013,PhD,1,46734.0,1,Single,6,1,76,46,39,1,100,2,4,3,3,6,86,2,3,12,643,1960,1966
644,0,0,07-12-2012,Graduation,1,56253.0,0,Married,7,0,5,72,65,11,509,2,4,9,7,6,83,1,1,22,644,1960,1963
645,0,0,14-11-2013,Graduation,1,19986.0,1,Married,0,6,6,11,5,2,3,0,1,3,0,7,74,0,1,4,645,1980,1985
646,0,0,25-12-2013,Graduation,1,58330.0,0,Divorced,104,53,151,370,213,98,445,4,1,13,6,4,87,1,1,24,646,1970,1975
647,0,0,07-09-2012,Basic,0,25965.0,0,Married,41,2,11,54,11,7,2,0,1,3,2,8,29,0,0,6,647,1980,1980
648,0,0,01-01-2013,Master,0,14661.0,0,Married,6,1,2,18,11,2,4,0,1,3,1,6,88,0,0,5,648,1950,1956
649,0,0,28-12-2012,Graduation,0,18690.0,0,Married,23,1,19,31,7,4,6,1,1,2,1,8,77,0,0,5,649,1950,1959
650,0,0,16-05-2013,PhD,1,45068.0,0,Married,0,0,3,3,3,0,14,0,1,2,1,7,25,1,1,4,650,1970,1974
651,0,0,25-09-2013,Basic,1,21063.0,1,Single,19,10,15,40,11,3,1,0,2,3,2,6,34,0,1,7,651,1980,1987
652,0,0,09-05-2013,PhD,1,29187.0,1,Married,0,0,2,6,6,0,26,0,1,3,1,8,43,0,1,5,652,1960,1968
653,0,0,07-11-2013,2n Cycle,1,54690.0,1,Married,7,16,18,60,37,9,111,1,3,5,3,3,76,1,2,12,653,1970,1971
654,0,0,29-07-2013,PhD,1,59304.0,0,Married,80,61,10,569,428,51,418,8,3,10,7,5,81,1,1,28,654,1960,1964
655,0,0,08-11-2013,Master,1,59247.0,0,Single,19,9,83,150,122,14,327,2,5,9,5,6,87,2,2,21,655,1960,1962
656,0,0,12-09-2012,Graduation,1,66731.0,0,Divorced,58,159,141,411,194,106,371,3,4,6,4,3,33,1,1,17,656,1970,1970
657,0,0,16-12-2013,Graduation,1,77353.0,0,Married,69,59,59,235,107,101,275,4,2,8,6,4,38,1,1,20,657,1980,1980
658,0,0,01-12-2012,PhD,1,52614.0,0,Single,12,0,38,154,142,9,789,4,2,8,2,8,63,1,1,16,658,1970,1975
659,0,0,22-05-2014,Graduation,1,26751.0,2,Married,0,1,1,6,5,3,1,0,1,2,1,8,26,0,2,4,659,1970,1974
660,2,0,30-10-2012,PhD,1,81300.0,0,Married,32,12,36,189,145,12,1004,3,3,5,10,5,17,1,1,21,660,1960,1963
661,0,0,02-01-2014,Graduation,0,70337.0,0,Single,25,81,91,255,149,43,187,2,1,12,2,1,75,0,0,17,661,1970,1979
662,2,0,16-06-2013,2n Cycle,1,36145.0,1,Married,17,4,18,97,76,1,56,1,4,3,4,9,13,0,1,12,662,1980,1985
663,0,0,23-12-2013,PhD,0,65295.0,0,Single,34,32,6,183,117,110,365,3,1,13,3,2,19,0,0,20,663,1980,1980
664,0,0,18-10-2013,Graduation,1,68118.0,0,Divorced,10,23,154,156,123,23,595,9,2,4,8,6,51,1,1,23,664,1960,1963
665,0,0,30-08-2012,Graduation,0,68743.0,0,Divorced,175,134,115,693,384,134,1132,5,1,13,11,7,81,0,0,30,665,1960,1967
666,0,0,25-07-2013,2n Cycle,0,41039.0,0,Married,179,11,45,327,137,61,34,1,1,5,8,8,32,0,0,15,666,1980,1982
667,0,0,24-10-2013,Graduation,1,38946.0,0,Married,6,6,41,94,82,6,116,1,2,6,3,5,84,1,1,12,667,1950,1955
668,0,0,19-12-2013,Graduation,0,65777.0,0,Married,28,32,54,495,435,32,565,8,1,6,2,1,87,0,0,17,668,1960,1967
669,0,0,07-03-2013,PhD,1,66476.0,0,Divorced,47,18,78,191,126,48,372,2,2,11,5,4,99,1,1,20,669,1970,1976
670,1,0,12-09-2012,PhD,0,86857.0,0,Single,133,102,40,1073,838,102,899,6,1,10,5,2,96,0,0,22,670,1970,1972
671,2,0,16-05-2014,PhD,0,77845.0,0,Married,0,40,26,520,480,40,760,5,1,12,3,1,40,0,0,21,671,1980,1989
672,0,0,30-09-2013,PhD,0,69476.0,0,Married,63,86,67,708,559,9,260,6,1,4,4,2,3,0,0,15,672,1960,1969
673,2,0,04-10-2012,PhD,1,50611.0,0,Divorced,6,0,4,30,24,0,459,5,6,7,4,6,98,1,1,22,673,1960,1960
674,0,0,25-08-2013,Graduation,0,61209.0,0,Single,119,0,99,343,224,49,466,3,1,4,5,2,73,0,0,13,674,1970,1970
675,0,0,12-07-2013,Master,1,42315.0,0,Married,17,15,80,112,80,11,67,4,3,4,1,3,90,1,1,12,675,1950,1958
676,0,0,02-11-2013,Basic,0,13084.0,0,Married,3,0,10,10,7,7,2,0,1,3,1,6,29,0,0,5,676,1950,1952
677,1,0,29-05-2013,Master,1,47570.0,1,Divorced,0,1,31,21,20,2,67,2,3,2,2,7,3,1,2,9,677,1940,1949
678,0,0,26-07-2013,Master,1,61923.0,0,Married,3,4,6,25,18,3,92,1,1,4,2,3,94,2,2,8,678,1960,1961
679,0,0,26-03-2014,Graduation,0,34824.0,0,Single,2,2,4,15,11,0,4,0,1,2,1,6,65,0,0,4,679,1990,1995
680,1,0,08-04-2013,PhD,1,26518.0,1,Single,3,1,2,32,28,3,20,0,3,3,2,8,33,1,2,8,680,1940,1949
681,0,0,03-11-2013,Graduation,0,45938.0,0,Single,62,11,29,251,178,83,273,4,2,6,8,6,46,0,0,20,681,1960,1961
682,1,0,09-04-2014,Graduation,0,78468.0,0,Married,104,22,34,514,388,22,434,7,1,10,10,4,29,0,0,28,682,1960,1960
683,0,0,17-09-2013,Graduation,1,78901.0,0,Divorced,33,11,34,353,309,26,321,3,3,5,9,4,99,1,1,20,683,1970,1973
684,0,0,12-03-2014,Graduation,1,71427.0,2,Married,15,123,23,315,177,64,212,2,2,8,8,4,26,0,2,20,684,1970,1978
685,1,0,11-02-2014,Graduation,1,71022.0,0,Divorced,0,12,242,290,278,12,909,2,3,11,5,8,30,1,1,21,685,1970,1978
686,4,0,29-04-2014,Master,0,90247.0,0,Single,21,32,16,405,352,16,1184,4,1,7,3,1,27,0,0,15,686,1980,1988
687,0,0,26-12-2013,Master,1,41335.0,1,Divorced,16,19,5,56,21,14,112,1,3,4,4,7,24,0,1,12,687,1960,1968
688,2,0,10-01-2013,Graduation,1,71952.0,1,Married,52,80,93,587,455,107,656,4,2,8,8,4,93,0,1,22,688,1980,1986
689,0,0,27-06-2014,PhD,1,35682.0,1,Divorced,6,0,18,14,8,2,23,1,1,3,1,2,34,0,1,6,689,1970,1970
690,0,0,10-04-2013,Graduation,1,43185.0,0,Divorced,16,6,30,64,42,6,537,3,2,6,9,8,88,1,1,20,690,1950,1951
691,1,0,21-11-2013,PhD,1,66375.0,0,Married,0,0,191,45,45,0,712,4,3,5,2,7,96,1,1,14,691,1940,1948
692,2,0,10-01-2013,Master,1,35178.0,1,Married,2,1,18,16,13,2,23,1,1,2,1,7,10,0,1,5,692,1970,1971
693,0,0,12-07-2013,Graduation,1,25252.0,1,Married,2,3,6,9,4,2,1,0,1,2,1,8,26,0,1,4,693,1980,1986
694,0,0,21-10-2012,Master,1,55250.0,0,Single,32,58,66,173,83,0,664,5,4,10,7,5,49,1,1,26,694,1960,1965
695,0,0,20-02-2013,Graduation,1,33249.0,1,Single,19,10,42,50,21,14,6,1,2,3,2,6,11,0,1,8,695,1970,1975
696,0,0,14-05-2013,Graduation,0,58398.0,0,Married,21,5,49,227,201,21,299,4,3,8,5,4,44,0,0,20,696,1950,1953
697,0,0,07-08-2013,Graduation,1,50272.0,1,Married,43,13,4,122,66,8,99,1,3,5,4,7,75,0,1,13,697,1980,1982
698,0,0,07-12-2012,PhD,0,76618.0,0,Married,121,40,147,455,294,160,749,2,1,5,3,1,64,0,0,11,698,1970,1975
699,2,0,23-09-2012,2n Cycle,0,87305.0,0,Divorced,63,25,80,589,501,138,345,3,1,8,5,2,19,0,0,17,699,1960,1960
700,0,0,11-02-2013,Graduation,1,25851.0,1,Married,7,4,5,29,18,5,9,0,2,3,2,7,45,0,1,7,700,1970,1978
701,0,0,31-03-2013,Graduation,1,58710.0,0,Divorced,0,81,174,449,368,122,440,5,6,9,11,6,77,1,1,31,701,1970,1970
702,0,0,29-03-2014,Graduation,1,45160.0,1,Single,3,2,3,10,5,0,8,0,1,2,1,7,9,1,2,4,702,1950,1958
703,0,0,19-12-2012,Master,1,74806.0,0,Married,0,9,9,258,249,28,670,4,2,5,5,4,1,1,1,16,703,1960,1965
704,0,0,02-05-2013,Graduation,0,59111.0,0,Married,28,0,155,162,134,28,524,1,1,8,11,7,90,0,0,21,704,1950,1954
705,0,0,23-05-2014,PhD,1,18988.0,1,Married,2,0,1,8,6,1,6,0,2,3,1,7,43,0,1,6,705,1980,1984
706,0,0,13-02-2013,Graduation,0,72190.0,0,Married,172,166,249,935,597,166,597,6,1,4,5,3,79,0,0,16,706,1960,1965
707,2,0,01-08-2012,Graduation,1,7500.0,1,Married,13,0,32,25,12,7,7,1,5,2,4,9,19,0,1,12,707,1970,1976
708,0,0,08-06-2014,Graduation,1,44794.0,0,Married,0,0,4,7,7,0,54,0,1,3,2,6,99,1,1,6,708,1960,1966
709,1,0,23-11-2013,Graduation,0,80395.0,0,Married,80,25,48,811,706,76,445,5,1,12,6,2,62,0,0,24,709,1950,1955
710,0,0,25-01-2014,Master,0,75012.0,0,Divorced,164,142,151,524,218,58,294,8,1,11,3,1,41,0,0,23,710,1970,1976
711,0,0,11-10-2013,Master,1,56962.0,2,Married,10,3,26,90,77,3,292,3,7,5,6,7,60,1,3,21,711,1960,1965
712,1,0,15-04-2013,Graduation,0,89891.0,0,Married,59,22,183,213,132,28,412,6,1,8,11,4,17,0,0,26,712,1990,1991
713,0,0,27-09-2013,PhD,1,35946.0,1,Divorced,0,0,0,3,3,0,8,0,1,3,0,5,24,1,2,4,713,1940,1949
714,0,0,07-08-2012,PhD,1,53593.0,1,Married,6,4,43,88,78,0,349,2,8,6,7,8,60,1,2,23,714,1950,1953
715,0,0,12-06-2013,Graduation,1,66373.0,1,Married,12,9,109,145,124,24,328,2,7,10,4,3,57,1,2,23,715,1970,1978
716,0,0,16-10-2013,PhD,1,45072.0,1,Divorced,7,2,30,108,99,2,144,1,5,4,6,8,74,2,3,16,716,1940,1948
717,3,0,09-10-2013,Graduation,1,89694.0,1,Divorced,37,28,42,276,211,28,1126,3,3,4,4,5,22,1,2,14,717,1970,1973
718,4,0,29-04-2014,Graduation,0,72025.0,0,Married,43,0,0,660,617,50,967,8,1,13,4,2,46,0,0,26,718,1940,1949
719,0,0,29-03-2013,Graduation,1,67432.0,0,Married,177,79,170,597,341,136,432,5,2,4,8,4,69,1,1,19,719,1970,1973
720,0,0,03-06-2014,Master,1,70545.0,0,Married,55,39,21,157,63,18,138,1,1,7,4,2,29,1,1,13,720,1950,1952
721,0,0,18-03-2013,Basic,1,17487.0,1,Married,7,0,6,8,1,4,0,0,1,2,1,7,37,0,1,4,721,1980,1989
722,0,0,09-08-2012,Graduation,1,62882.0,0,Married,78,133,97,708,497,24,509,5,2,6,7,4,26,1,1,20,722,1960,1969
723,0,0,23-03-2013,PhD,1,64108.0,0,Single,13,10,21,109,86,21,948,9,4,11,6,5,8,1,1,30,723,1950,1953
724,0,0,06-03-2013,Master,1,34941.0,1,Married,4,2,24,31,25,3,39,0,2,3,3,8,26,1,2,8,724,1950,1956
725,0,0,01-01-2014,PhD,1,48767.0,1,Single,3,1,10,25,21,0,28,1,3,3,2,5,79,2,3,9,725,1950,1950
726,0,0,01-08-2013,2n Cycle,1,38702.0,1,Married,13,11,40,48,24,8,13,0,2,4,3,6,71,0,1,9,726,1970,1978
727,1,0,25-01-2014,Graduation,0,82224.0,0,Married,138,26,40,524,360,31,307,9,1,5,6,3,83,0,0,21,727,1960,1964
728,1,0,12-05-2013,Graduation,0,83844.0,0,Married,75,31,191,451,345,31,901,4,1,11,4,1,57,0,0,20,728,1950,1952
729,0,0,09-12-2013,2n Cycle,1,17003.0,1,Married,4,5,7,21,12,8,2,0,3,4,2,5,37,0,1,9,729,1970,1975
730,0,0,09-03-2014,Graduation,0,71163.0,0,Single,138,17,44,527,372,106,283,8,1,12,3,1,30,0,0,24,730,1990,1995
731,1,0,15-09-2013,Graduation,1,33697.0,1,Single,0,3,11,10,7,3,4,0,1,2,1,7,34,0,1,4,731,1970,1970
732,2,0,29-01-2014,2n Cycle,0,63564.0,0,Married,15,80,65,347,252,34,769,10,1,7,10,6,0,0,0,28,732,1950,1954
733,0,0,31-12-2013,PhD,0,83443.0,0,Married,55,42,84,839,742,56,518,10,1,5,6,2,89,0,0,22,733,1970,1972
734,0,0,03-10-2013,PhD,1,51518.0,0,Married,17,8,4,91,66,4,350,2,2,10,3,3,92,1,1,17,734,1950,1958
735,0,0,25-12-2013,Graduation,1,58330.0,0,Divorced,104,53,151,370,213,98,445,4,1,13,6,4,87,1,1,24,735,1970,1975
736,4,0,28-02-2013,Graduation,0,80952.0,0,Married,41,178,44,908,689,27,778,5,1,11,8,8,20,0,0,25,736,1960,1969
737,0,0,02-05-2014,Graduation,0,75507.0,0,Married,104,93,80,571,374,80,709,6,1,6,8,3,56,0,0,21,737,1970,1979
738,0,0,09-02-2013,2n Cycle,0,63855.0,0,Married,93,35,89,442,314,116,359,3,1,13,7,4,28,0,0,24,738,1970,1978
739,1,0,11-08-2012,PhD,1,62220.0,0,Married,16,12,12,403,375,12,799,6,5,5,7,6,55,1,1,23,739,1970,1972
740,0,0,19-09-2013,Graduation,1,58512.0,0,Married,13,10,152,124,101,0,895,4,5,8,3,8,25,1,1,20,740,1960,1964
741,0,0,15-03-2013,Master,1,40662.0,1,Married,0,2,23,25,23,4,40,1,2,3,2,4,0,0,1,8,741,1970,1979
742,0,0,06-04-2014,PhD,1,38829.0,0,Married,0,0,16,7,7,0,76,2,1,2,3,5,86,1,1,8,742,1950,1959
743,0,0,03-10-2013,2n Cycle,1,35523.0,1,Married,12,5,11,39,22,5,11,0,2,3,3,7,8,0,1,8,743,1980,1981
744,0,0,24-04-2014,Graduation,1,79146.0,1,Single,21,16,16,260,223,43,245,1,2,8,8,6,33,1,2,19,744,1960,1967
745,0,0,28-10-2013,Master,0,78285.0,0,Married,175,107,40,673,391,67,647,4,1,10,6,3,13,0,0,21,745,1980,1988
746,2,0,10-05-2013,PhD,1,31626.0,1,Single,2,1,34,12,9,1,39,1,1,2,2,7,12,0,1,6,746,1970,1978
747,0,0,22-05-2014,Graduation,0,75127.0,0,Single,46,35,227,386,305,17,203,11,1,5,2,1,92,0,0,19,747,1950,1952
748,0,0,27-04-2013,Graduation,1,48726.0,0,Married,4,3,59,45,38,0,138,2,3,4,3,6,90,1,1,12,748,1950,1955
749,0,0,11-09-2012,Graduation,0,74985.0,0,Married,247,51,86,1196,898,0,587,6,1,7,3,2,8,0,0,17,749,1970,1977
750,0,0,05-09-2012,Graduation,0,67430.0,0,Married,127,97,121,515,291,133,595,5,1,12,11,6,6,0,0,29,750,1980,1987
751,0,0,01-09-2013,2n Cycle,1,46891.0,0,Married,29,12,61,64,23,15,43,1,1,4,2,4,91,1,1,8,751,1960,1965
752,0,0,26-05-2013,Master,1,62058.0,0,Married,10,7,58,91,74,0,301,1,4,7,6,6,52,1,1,18,752,1950,1956
753,0,0,03-07-2013,Graduation,1,72063.0,0,Married,76,32,90,456,348,32,180,2,2,12,5,2,3,1,1,21,753,1970,1979
754,0,0,12-12-2013,PhD,0,78939.0,0,Married,150,115,205,508,243,0,794,5,1,6,8,3,57,0,0,20,754,1950,1951
755,1,0,24-04-2013,Graduation,1,42720.0,1,Single,28,5,112,124,91,26,392,3,8,7,7,8,9,1,2,25,755,1960,1965
756,0,0,13-04-2013,Graduation,1,33622.0,1,Married,3,1,12,26,22,4,39,0,3,4,2,7,22,1,2,9,756,1970,1972
757,0,0,06-03-2013,Graduation,1,41452.0,1,Married,0,0,0,3,3,0,13,0,1,2,1,7,86,1,2,4,757,1950,1953
758,0,0,30-08-2013,PhD,1,40760.0,0,Single,0,0,6,17,17,0,70,1,2,3,2,6,64,1,1,8,758,1960,1965
759,0,0,26-01-2014,PhD,0,74250.0,0,Married,75,11,0,478,392,0,680,11,1,4,2,1,90,0,0,18,759,1950,1958
760,0,0,18-12-2013,Master,1,51124.0,1,Single,0,1,4,12,11,1,26,0,2,3,1,3,79,1,2,6,760,1950,1955
761,0,0,12-09-2013,Graduation,1,72258.0,0,Single,227,0,134,749,522,120,522,9,2,5,6,2,28,1,1,22,761,1970,1971
762,0,0,05-04-2014,PhD,0,71466.0,0,Single,78,12,0,636,546,182,412,4,1,10,4,1,86,0,0,19,762,1970,1974
763,0,0,14-04-2014,Graduation,1,36283.0,1,Married,8,5,5,18,5,0,6,0,2,3,1,4,42,1,2,6,763,1970,1976
764,0,0,11-05-2014,Graduation,1,20587.0,1,Single,4,3,9,13,6,1,2,1,1,2,1,7,39,0,1,5,764,1970,1970
765,0,0,19-03-2014,Graduation,1,30467.0,1,Married,2,3,5,13,8,5,1,0,1,2,1,7,8,0,1,4,765,1970,1972
766,0,0,18-06-2013,Graduation,1,31590.0,1,Married,6,2,3,23,15,6,6,0,1,3,1,8,40,0,1,5,766,1970,1972
767,0,0,29-10-2012,Basic,1,20425.0,1,Married,3,12,17,20,5,16,4,0,2,3,2,7,5,0,1,7,767,1980,1986
768,0,0,15-02-2014,Master,1,17144.0,1,Married,0,2,6,21,19,2,18,0,5,4,3,7,96,1,2,12,768,1960,1960
769,2,0,02-01-2013,PhD,1,42564.0,0,Divorced,39,48,198,273,186,18,324,8,6,4,6,7,28,1,1,24,769,1960,1968
770,1,0,29-05-2014,Master,1,43783.0,1,Married,25,9,139,159,125,4,327,1,6,8,7,7,22,0,1,22,770,1970,1978
771,0,0,08-09-2012,Graduation,1,40780.0,0,Divorced,13,27,34,111,71,3,229,1,4,5,7,9,30,1,1,17,771,1970,1976
772,0,0,15-01-2013,Master,0,62847.0,0,Married,80,168,61,954,706,76,521,6,1,4,3,2,45,0,0,14,772,1940,1945
773,4,0,07-11-2012,PhD,0,82017.0,0,Married,30,23,23,499,446,23,184,4,1,7,5,2,58,0,0,17,773,1950,1957
774,1,0,19-07-2013,Graduation,0,16813.0,0,Single,12,8,13,31,11,2,4,0,1,3,2,7,49,0,0,6,774,1950,1950
