,Income,NumWebVisitsMonth,TotalChild,Basic,Graduation,Master,PhD,Married,Single,1,1950,1960,1970,1980,1990
396,49505.0,8,2,0,0,1,0,1,0,1,0,0,1,0,0
397,37401.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
398,30096.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
399,18492.0,8,1,0,0,1,0,1,0,1,0,0,0,1,0
400,82584.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
401,93027.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
402,48686.0,8,3,0,1,0,0,1,0,1,1,0,0,0,0
403,92910.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
404,75433.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
405,10404.0,5,1,0,0,0,0,1,0,1,0,0,0,1,0
406,61314.0,3,1,0,1,0,0,1,0,1,0,1,0,0,0
407,84865.0,4,0,0,0,0,1,0,1,0,0,1,0,0,0
408,42387.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
409,67309.0,7,2,0,0,0,0,1,0,1,0,1,0,0,0
410,75236.0,4,1,0,1,0,0,1,0,1,0,1,0,0,0
411,30015.0,5,1,0,1,0,0,0,1,1,0,0,1,0,0
412,50943.0,5,1,0,0,1,0,1,0,1,1,0,0,0,0
413,67272.0,5,1,0,1,0,0,0,0,1,0,1,0,0,0
414,51529.0,8,1,0,0,1,0,0,0,1,0,0,0,0,0
415,32011.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
416,7500.0,8,1,0,0,0,0,1,0,1,0,0,0,1,0
417,28691.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
418,56223.0,4,1,0,0,0,1,1,0,1,0,0,0,0,0
419,18100.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0
420,30279.0,8,1,0,1,0,0,0,1,1,0,0,0,1,0
421,20130.0,8,0,0,0,0,0,1,0,0,0,0,1,0,0
422,23295.0,8,0,0,1,0,0,0,0,0,1,0,0,0,0
423,42618.0,8,1,0,0,1,0,0,0,1,0,0,1,0,0
424,81246.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
425,24027.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
426,55707.0,3,1,0,0,0,1,1,0,1,1,0,0,0,0
427,57959.0,3,1,0,1,0,0,0,1,1,1,0,0,0,0
428,56796.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
429,36230.0,5,1,0,0,1,0,0,1,1,0,0,1,0,0
430,70829.0,3,2,0,0,0,0,1,0,1,0,0,0,1,0
431,65991.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
432,38988.0,8,3,0,1,0,0,1,0,1,0,0,1,0,0
433,89572.0,4,0,0,0,0,0,0,1,0,0,1,0,0,0
434,42207.0,6,1,0,0,1,0,1,0,1,0,0,0,1,0
435,50300.0,2,1,0,1,0,0,1,0,1,1,0,0,0,0
436,66664.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0
437,60597.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
438,70165.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
439,50520.0,6,1,0,0,0,1,0,0,1,1,0,0,0,0
440,80124.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
441,33183.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
442,66582.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
443,75261.0,2,0,0,0,0,1,1,0,0,1,0,0,0,0
444,31880.0,8,1,0,1,0,0,0,0,1,0,0,1,0,0
445,53790.0,6,2,0,1,0,0,1,0,1,1,0,0,0,0
446,49269.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
447,61456.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
448,37406.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
449,56937.0,6,1,0,0,0,1,1,0,1,0,0,0,1,0
450,38415.0,7,2,0,1,0,0,1,0,1,0,0,1,0,0
451,20518.0,5,1,0,1,0,0,0,1,1,0,0,0,1,0
452,62503.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
453,41644.0,3,2,0,0,0,1,0,1,1,0,0,1,0,0
454,55842.0,5,1,0,0,1,0,1,0,1,0,0,1,0,0
455,62010.0,5,1,0,0,0,1,1,0,1,0,0,1,0,0
456,41124.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
457,38961.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
458,37760.0,6,1,0,0,1,0,0,0,1,0,0,1,0,0
459,32233.0,9,1,0,1,0,0,0,1,1,0,0,1,0,0
460,43057.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
461,83151.0,3,0,0,0,1,0,1,0,0,0,1,0,0,0
462,78825.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
463,65104.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
464,60093.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
465,14045.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
466,28457.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0
467,78952.0,6,1,0,0,0,1,1,0,1,1,0,0,0,0
468,46310.0,8,1,0,1,0,0,0,0,1,0,0,1,0,0
469,76005.0,6,0,0,1,0,0,1,0,0,1,0,0,0,0
470,58308.0,8,1,0,0,1,0,0,1,1,0,1,0,0,0
471,55614.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
472,59432.0,5,1,0,0,1,0,0,0,1,0,1,0,0,0
473,55563.0,3,1,0,1,0,0,0,0,1,0,0,1,0,0
474,78642.0,6,1,0,0,0,1,1,0,1,0,0,1,0,0
475,67911.0,3,1,0,0,0,1,1,0,1,0,0,0,0,0
476,65275.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
477,27203.0,8,2,0,1,0,0,1,0,1,1,0,0,0,0
478,48330.0,5,1,0,0,1,0,1,0,1,0,1,0,0,0
479,24279.0,8,0,1,0,0,0,1,0,0,0,0,0,0,1
480,64355.0,8,1,0,0,0,1,1,0,1,0,0,0,1,0
481,50943.0,5,1,0,0,1,0,1,0,1,1,0,0,0,0
482,53653.0,6,0,0,1,0,0,0,0,0,1,0,0,0,0
483,65665.0,3,1,0,1,0,0,1,0,1,0,0,1,0,0
484,81217.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
485,34935.0,7,0,0,1,0,0,1,0,0,0,0,0,0,1
486,61250.0,5,1,0,1,0,0,0,0,1,1,0,0,0,0
487,39665.0,7,1,0,0,0,1,1,0,1,0,0,0,1,0
488,60152.0,3,1,0,1,0,0,0,1,1,0,0,1,0,0
489,48920.0,7,2,0,1,0,0,1,0,1,0,1,0,0,0
490,89120.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
491,44124.0,8,1,0,0,0,1,1,0,1,0,0,0,0,0
492,81169.0,2,0,0,0,1,0,0,1,0,0,0,1,0,0
493,36443.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
494,26095.0,7,1,0,1,0,0,0,1,1,0,0,0,0,1
495,71367.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
496,80184.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
497,30630.0,7,2,0,1,0,0,0,0,1,0,1,0,0,0
498,73454.0,5,0,0,0,1,0,0,1,0,0,0,0,1,0
499,42691.0,5,0,0,1,0,0,1,0,0,0,0,0,0,1
500,70503.0,6,0,0,1,0,0,1,0,0,1,0,0,0,0
501,25545.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
502,32880.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
503,77863.0,2,0,0,0,0,1,1,0,0,1,0,0,0,0
504,50353.0,3,0,0,0,1,0,1,0,0,0,0,1,0,0
505,61839.0,8,0,0,1,0,0,0,1,0,0,1,0,0,0
506,49154.0,6,2,0,0,0,1,1,0,1,0,1,0,0,0
507,47682.0,5,1,0,0,0,0,0,0,1,0,0,1,0,0
508,72679.0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
509,57954.0,7,2,0,0,1,0,1,0,1,0,0,1,0,0
510,65316.0,4,2,0,1,0,0,1,0,1,0,1,0,0,0
511,28567.0,6,1,0,1,0,0,0,1,1,0,0,0,1,0
512,47352.0,7,1,0,0,1,0,1,0,1,1,0,0,0,0
513,44931.0,5,1,0,1,0,0,1,0,1,0,1,0,0,0
514,76982.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0
515,57247.0,2,1,0,0,0,0,1,0,1,1,0,0,0,0
516,22944.0,7,1,0,0,1,0,0,1,1,0,0,0,1,0
517,25315.0,8,1,0,0,0,0,1,0,1,0,0,1,0,0
518,43638.0,7,1,0,1,0,0,0,0,1,0,1,0,0,0
519,42710.0,6,1,0,0,0,1,0,1,1,0,0,0,1,0
520,84169.0,3,0,0,0,0,1,1,0,0,0,0,0,1,0
521,54058.0,3,1,0,1,0,0,1,0,1,0,0,1,0,0
522,24683.0,5,1,0,0,0,0,1,0,1,0,0,0,0,1
523,85620.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
524,47850.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
525,19514.0,8,2,0,1,0,0,1,0,1,0,1,0,0,0
526,27159.0,6,2,0,0,1,0,1,0,1,0,0,1,0,0
527,39548.0,3,2,0,0,0,0,0,1,1,0,1,0,0,0
528,21474.0,7,1,0,1,0,0,0,1,1,0,0,0,1,0
529,60504.0,6,1,0,0,0,1,0,1,1,0,0,1,0,0
530,22419.0,8,0,0,1,0,0,1,0,0,0,1,0,0,0
531,81698.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
532,43462.0,8,2,0,1,0,0,1,0,1,1,0,0,0,0
533,54880.0,5,1,0,0,0,1,0,1,1,0,0,1,0,0
534,79908.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0
535,15315.0,5,0,0,0,0,0,1,0,0,0,0,1,0,0
536,87771.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
537,33039.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
538,81741.0,2,0,0,1,0,0,0,1,0,0,0,0,1,0
539,71499.0,4,1,0,0,1,0,1,0,1,0,0,1,0,0
540,62466.0,4,1,0,0,0,0,1,0,1,0,0,1,0,0
541,48799.0,3,1,0,0,0,1,0,0,1,0,1,0,0,0
542,52157.0,4,1,0,0,0,1,1,0,1,1,0,0,0,0
543,66565.0,8,1,0,1,0,0,0,1,1,0,1,0,0,0
544,29298.0,5,2,0,0,1,0,1,0,1,1,0,0,0,0
545,47691.0,6,1,0,1,0,0,0,1,1,0,0,1,0,0
546,38200.0,7,2,0,1,0,0,1,0,1,0,0,1,0,0
547,44989.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
548,38443.0,7,2,0,0,0,1,1,0,1,0,1,0,0,0
549,38593.0,8,1,0,0,0,0,0,1,1,0,0,1,0,0
550,64413.0,5,1,0,0,0,1,1,0,1,0,0,1,0,0
551,36959.0,8,1,0,0,1,0,1,0,1,0,0,0,1,0
552,61996.0,5,1,0,0,0,1,1,0,1,0,0,1,0,0
553,51287.0,7,2,0,1,0,0,1,0,1,0,1,0,0,0
554,13260.0,8,2,0,1,0,0,1,0,1,0,0,1,0,0
555,47472.0,5,2,0,0,0,1,1,0,1,0,1,0,0,0
556,54603.0,7,2,0,0,1,0,1,0,1,1,0,0,0,0
557,45207.0,6,2,0,0,0,1,1,0,1,0,0,1,0,0
558,40689.0,8,1,0,1,0,0,1,0,1,1,0,0,0,0
559,47821.0,8,2,0,0,0,0,1,0,1,0,1,0,0,0
560,27450.0,7,0,0,0,1,0,1,0,0,1,0,0,0,0
561,39453.0,6,1,0,1,0,0,1,0,1,0,0,0,1,0
562,26850.0,4,2,0,0,0,0,1,0,1,0,0,1,0,0
563,79800.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
564,61794.0,2,1,0,0,1,0,1,0,1,0,1,0,0,0
565,53863.0,7,1,0,1,0,0,1,0,1,1,0,0,0,0
566,24221.0,4,0,0,1,0,0,1,0,0,1,0,0,0,0
567,39684.0,7,1,0,0,0,1,0,1,1,0,0,0,1,0
568,92163.0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
569,69882.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
570,33178.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
571,59973.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
572,17459.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
573,23910.0,7,1,0,1,0,0,0,0,1,0,1,0,0,0
574,42169.0,8,2,0,0,1,0,1,0,1,0,1,0,0,0
575,26224.0,6,1,0,0,0,0,1,0,1,0,0,1,0,0
576,31089.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
577,30081.0,7,1,0,1,0,0,0,1,1,0,1,0,0,0
578,62807.0,5,1,0,1,0,0,1,0,1,0,1,0,0,0
579,72906.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
580,61467.0,5,2,0,0,0,1,1,0,1,0,0,0,0,0
581,49618.0,7,2,0,0,1,0,1,0,1,0,1,0,0,0
582,42429.0,5,1,0,1,0,0,0,0,1,0,0,1,0,0
583,26150.0,7,3,0,1,0,0,0,0,1,1,0,0,0,0
584,30801.0,7,1,1,0,0,0,1,0,1,0,0,1,0,0
585,81168.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0
586,26877.0,6,0,0,0,1,0,0,1,0,0,1,0,0,0
587,45006.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
588,18978.0,8,1,1,0,0,0,1,0,1,0,0,1,0,0
589,22574.0,7,3,0,1,0,0,1,0,1,0,1,0,0,0
590,48240.0,5,0,0,0,0,1,0,1,0,0,1,0,0,0
591,45837.0,7,2,0,1,0,0,1,0,1,0,0,1,0,0
592,35791.0,8,3,0,0,1,0,0,1,1,0,1,0,0,0
593,54162.0,4,2,0,1,0,0,0,0,1,0,0,1,0,0
594,30522.0,2,1,0,0,1,0,1,0,1,0,1,0,0,0
595,54456.0,6,1,0,0,0,1,1,0,1,0,1,0,0,0
596,31632.0,7,0,0,1,0,0,0,1,0,0,0,1,0,0
597,72298.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
598,36975.0,7,1,0,0,0,0,0,1,1,0,0,1,0,0
599,72635.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0
600,13624.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
601,84196.0,3,1,0,1,0,0,0,1,1,0,0,1,0,0
602,70971.0,7,1,0,1,0,0,1,0,1,0,1,0,0,0
603,34487.0,9,2,0,0,0,1,0,0,1,0,0,1,0,0
604,28769.0,9,1,0,1,0,0,0,1,1,0,0,1,0,0
605,69084.0,8,1,0,0,0,1,1,0,1,0,0,1,0,0
606,65488.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
607,62466.0,4,1,0,0,0,0,1,0,1,0,0,1,0,0
608,32218.0,7,0,0,0,0,0,0,1,0,0,1,0,0,0
609,83917.0,3,0,0,1,0,0,0,1,0,0,0,1,0,0
610,46102.0,7,3,0,1,0,0,0,0,1,0,1,0,0,0
611,84574.0,5,0,0,1,0,0,0,1,0,1,0,0,0,0
612,56181.0,4,1,0,1,0,0,1,0,1,0,1,0,0,0
613,63120.0,7,1,0,0,1,0,0,0,1,1,0,0,0,0
614,73691.0,2,1,0,1,0,0,1,0,1,0,0,1,0,0
615,63381.0,2,1,0,1,0,0,1,0,1,0,1,0,0,0
616,76140.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
617,62859.0,6,1,0,0,0,1,0,0,1,1,0,0,0,0
618,45906.0,5,1,0,1,0,0,0,1,1,0,1,0,0,0
619,77632.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
620,46463.0,6,2,0,0,0,1,1,0,1,0,0,1,0,0
621,55282.0,4,1,0,0,1,0,0,0,1,0,0,1,0,0
622,78710.0,4,1,0,0,1,0,1,0,1,0,0,1,0,0
623,66886.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
624,29103.0,9,1,0,1,0,0,1,0,1,0,0,0,1,0
625,67445.0,6,1,0,1,0,0,1,0,1,0,0,1,0,0
626,50616.0,2,1,0,0,0,1,1,0,1,1,0,0,0,0
627,49431.0,8,1,0,1,0,0,0,0,1,1,0,0,0,0
628,61278.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
629,26490.0,6,0,0,0,0,0,1,0,0,1,0,0,0,0
630,73059.0,4,1,0,0,0,1,1,0,1,0,0,0,0,0
631,46734.0,6,3,0,0,0,1,0,1,1,0,1,0,0,0
632,56253.0,6,1,0,1,0,0,1,0,1,0,1,0,0,0
633,19986.0,7,1,0,1,0,0,1,0,1,0,0,0,1,0
634,58330.0,4,1,0,1,0,0,0,0,1,0,0,1,0,0
635,25965.0,8,0,1,0,0,0,1,0,0,0,0,0,1,0
636,14661.0,6,0,0,0,1,0,1,0,0,1,0,0,0,0
637,18690.0,8,0,0,1,0,0,1,0,0,1,0,0,0,0
638,45068.0,7,1,0,0,0,1,1,0,1,0,0,1,0,0
639,21063.0,6,1,1,0,0,0,0,1,1,0,0,0,1,0
640,29187.0,8,1,0,0,0,1,1,0,1,0,1,0,0,0
641,54690.0,3,2,0,0,0,0,1,0,1,0,0,1,0,0
642,59304.0,5,1,0,0,0,1,1,0,1,0,1,0,0,0
643,59247.0,6,2,0,0,1,0,0,1,1,0,1,0,0,0
644,66731.0,3,1,0,1,0,0,0,0,1,0,0,1,0,0
645,77353.0,4,1,0,1,0,0,1,0,1,0,0,0,1,0
646,52614.0,8,1,0,0,0,1,0,1,1,0,0,1,0,0
647,26751.0,8,2,0,1,0,0,1,0,1,0,0,1,0,0
648,81300.0,5,1,0,0,0,1,1,0,1,0,1,0,0,0
649,70337.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
650,36145.0,9,1,0,0,0,0,1,0,1,0,0,0,1,0
651,65295.0,2,0,0,0,0,1,0,1,0,0,0,0,1,0
652,68118.0,6,1,0,1,0,0,0,0,1,0,1,0,0,0
653,68743.0,7,0,0,1,0,0,0,0,0,0,1,0,0,0
654,41039.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0
655,38946.0,5,1,0,1,0,0,1,0,1,1,0,0,0,0
656,65777.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
657,66476.0,4,1,0,0,0,1,0,0,1,0,0,1,0,0
658,86857.0,2,0,0,0,0,1,0,1,0,0,0,1,0,0
659,77845.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
660,69476.0,2,0,0,0,0,1,1,0,0,0,1,0,0,0
661,50611.0,6,1,0,0,0,1,0,0,1,0,1,0,0,0
662,61209.0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
663,42315.0,3,1,0,0,1,0,1,0,1,1,0,0,0,0
664,13084.0,6,0,1,0,0,0,1,0,0,1,0,0,0,0
665,47570.0,7,2,0,0,1,0,0,0,1,0,0,0,0,0
666,61923.0,3,2,0,0,1,0,1,0,1,0,1,0,0,0
667,34824.0,6,0,0,1,0,0,0,1,0,0,0,0,0,1
668,26518.0,8,2,0,0,0,1,0,1,1,0,0,0,0,0
669,45938.0,6,0,0,1,0,0,0,1,0,0,1,0,0,0
670,78468.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0
671,78901.0,4,1,0,1,0,0,0,0,1,0,0,1,0,0
672,71427.0,4,2,0,1,0,0,1,0,1,0,0,1,0,0
673,71022.0,8,1,0,1,0,0,0,0,1,0,0,1,0,0
674,90247.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
675,41335.0,7,1,0,0,1,0,0,0,1,0,1,0,0,0
676,71952.0,4,1,0,1,0,0,1,0,1,0,0,0,1,0
677,35682.0,2,1,0,0,0,1,0,0,1,0,0,1,0,0
678,43185.0,8,1,0,1,0,0,0,0,1,1,0,0,0,0
679,66375.0,7,1,0,0,0,1,1,0,1,0,0,0,0,0
680,35178.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
681,25252.0,8,1,0,1,0,0,1,0,1,0,0,0,1,0
682,55250.0,5,1,0,0,1,0,0,1,1,0,1,0,0,0
683,33249.0,6,1,0,1,0,0,0,1,1,0,0,1,0,0
684,58398.0,4,0,0,1,0,0,1,0,0,1,0,0,0,0
685,50272.0,7,1,0,1,0,0,1,0,1,0,0,0,1,0
686,76618.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
687,87305.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
688,25851.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
689,58710.0,6,1,0,1,0,0,0,0,1,0,0,1,0,0
690,45160.0,7,2,0,1,0,0,0,1,1,1,0,0,0,0
691,74806.0,4,1,0,0,1,0,1,0,1,0,1,0,0,0
692,59111.0,7,0,0,1,0,0,1,0,0,1,0,0,0,0
693,18988.0,7,1,0,0,0,1,1,0,1,0,0,0,1,0
694,72190.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0
695,7500.0,9,1,0,1,0,0,1,0,1,0,0,1,0,0
696,44794.0,6,1,0,1,0,0,1,0,1,0,1,0,0,0
697,80395.0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
698,75012.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
699,56962.0,7,3,0,0,1,0,1,0,1,0,1,0,0,0
700,89891.0,4,0,0,1,0,0,1,0,0,0,0,0,0,1
701,35946.0,5,2,0,0,0,1,0,0,1,0,0,0,0,0
702,53593.0,8,2,0,0,0,1,1,0,1,1,0,0,0,0
703,66373.0,3,2,0,1,0,0,1,0,1,0,0,1,0,0
704,45072.0,8,3,0,0,0,1,0,0,1,0,0,0,0,0
705,89694.0,5,2,0,1,0,0,0,0,1,0,0,1,0,0
706,72025.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
707,67432.0,4,1,0,1,0,0,1,0,1,0,0,1,0,0
708,70545.0,2,1,0,0,1,0,1,0,1,1,0,0,0,0
709,17487.0,7,1,1,0,0,0,1,0,1,0,0,0,1,0
710,62882.0,4,1,0,1,0,0,1,0,1,0,1,0,0,0
711,64108.0,5,1,0,0,0,1,0,1,1,1,0,0,0,0
712,34941.0,8,2,0,0,1,0,1,0,1,1,0,0,0,0
713,48767.0,5,3,0,0,0,1,0,1,1,1,0,0,0,0
714,38702.0,6,1,0,0,0,0,1,0,1,0,0,1,0,0
715,82224.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0
716,83844.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
717,17003.0,5,1,0,0,0,0,1,0,1,0,0,1,0,0
718,71163.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
719,33697.0,7,1,0,1,0,0,0,1,1,0,0,1,0,0
720,63564.0,6,0,0,0,0,0,1,0,0,1,0,0,0,0
721,83443.0,2,0,0,0,0,1,1,0,0,0,0,1,0,0
722,51518.0,3,1,0,0,0,1,1,0,1,1,0,0,0,0
723,58330.0,4,1,0,1,0,0,0,0,1,0,0,1,0,0
724,80952.0,8,0,0,1,0,0,1,0,0,0,1,0,0,0
725,75507.0,3,0,0,1,0,0,1,0,0,0,0,1,0,0
726,63855.0,4,0,0,0,0,0,1,0,0,0,0,1,0,0
727,62220.0,6,1,0,0,0,1,1,0,1,0,0,1,0,0
728,58512.0,8,1,0,1,0,0,1,0,1,0,1,0,0,0
729,40662.0,4,1,0,0,1,0,1,0,1,0,0,1,0,0
730,38829.0,5,1,0,0,0,1,1,0,1,1,0,0,0,0
731,35523.0,7,1,0,0,0,0,1,0,1,0,0,0,1,0
732,79146.0,6,2,0,1,0,0,0,1,1,0,1,0,0,0
733,78285.0,3,0,0,0,1,0,1,0,0,0,0,0,1,0
734,31626.0,7,1,0,0,0,1,0,1,1,0,0,1,0,0
735,75127.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
736,48726.0,6,1,0,1,0,0,1,0,1,1,0,0,0,0
737,74985.0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
738,67430.0,6,0,0,1,0,0,1,0,0,0,0,0,1,0
739,46891.0,4,1,0,0,0,0,1,0,1,0,1,0,0,0
740,62058.0,6,1,0,0,1,0,1,0,1,1,0,0,0,0
741,72063.0,2,1,0,1,0,0,1,0,1,0,0,1,0,0
742,78939.0,3,0,0,0,0,1,1,0,0,1,0,0,0,0
743,42720.0,8,2,0,1,0,0,0,1,1,0,1,0,0,0
744,33622.0,7,2,0,1,0,0,1,0,1,0,0,1,0,0
745,41452.0,7,2,0,1,0,0,1,0,1,1,0,0,0,0
746,40760.0,6,1,0,0,0,1,0,1,1,0,1,0,0,0
747,74250.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
748,51124.0,3,2,0,0,1,0,0,1,1,1,0,0,0,0
749,72258.0,2,1,0,1,0,0,0,1,1,0,0,1,0,0
750,71466.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
751,36283.0,4,2,0,1,0,0,1,0,1,0,0,1,0,0
752,20587.0,7,1,0,1,0,0,0,1,1,0,0,1,0,0
753,30467.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
754,31590.0,8,1,0,1,0,0,1,0,1,0,0,1,0,0
755,20425.0,7,1,1,0,0,0,1,0,1,0,0,0,1,0
756,17144.0,7,2,0,0,1,0,1,0,1,0,1,0,0,0
757,42564.0,7,1,0,0,0,1,0,0,1,0,1,0,0,0
758,43783.0,7,1,0,0,1,0,1,0,1,0,0,1,0,0
759,40780.0,9,1,0,1,0,0,0,0,1,0,0,1,0,0
760,62847.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
761,82017.0,2,0,0,0,0,1,1,0,0,1,0,0,0,0
762,16813.0,7,0,0,1,0,0,0,1,0,1,0,0,0,0
763,51267.0,4,2,0,1,0,0,1,0,1,0,0,1,0,0
764,46524.0,3,1,0,1,0,0,0,1,1,0,1,0,0,0
765,45183.0,7,0,0,0,1,0,0,1,0,0,1,0,0,0
766,70421.0,6,1,0,0,0,1,1,0,1,1,0,0,0,0
767,60161.0,8,1,0,0,0,0,0,0,1,0,1,0,0,0
768,73926.0,3,0,0,1,0,0,1,0,0,0,0,1,0,0
769,19329.0,8,1,0,1,0,0,1,0,1,0,1,0,0,0
770,61872.0,4,1,0,0,1,0,1,0,1,0,0,1,0,0
771,46984.0,5,2,0,1,0,0,0,0,1,1,0,0,0,0
772,34838.0,6,2,0,1,0,0,1,0,1,1,0,0,0,0
773,82716.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
774,48192.0,8,0,0,1,0,0,1,0,0,1,0,0,0,0
775,49681.0,7,2,0,0,1,0,1,0,1,0,0,1,0,0
776,56850.0,2,1,0,0,1,0,1,0,1,0,0,1,0,0
777,55267.0,3,1,0,1,0,0,1,0,1,1,0,0,0,0
778,59666.0,8,2,0,1,0,0,1,0,1,0,0,1,0,0
779,72504.0,2,1,0,1,0,0,0,1,1,0,0,1,0,0
780,26872.0,6,0,0,1,0,0,1,0,0,0,0,0,1,0
781,21359.0,8,1,0,1,0,0,0,1,1,0,0,1,0,0
782,73170.0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
783,52750.0,4,1,0,0,1,0,1,0,1,1,0,0,0,0
784,91820.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
785,65968.0,3,1,0,0,0,1,1,0,1,0,0,1,0,0
786,30772.0,6,2,0,1,0,0,1,0,1,0,0,1,0,0
787,22507.0,9,0,0,1,0,0,0,1,0,1,0,0,0,0
788,65685.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0
789,25804.0,8,1,0,0,0,0,1,0,1,0,0,1,0,0
790,76412.0,3,0,0,0,0,1,0,1,0,0,0,0,1,0
791,22063.0,7,1,0,1,0,0,1,0,1,0,0,1,0,0
792,57091.0,5,0,0,1,0,0,0,1,0,0,1,0,0,0
793,22419.0,8,0,0,1,0,0,1,0,0,0,1,0,0,0
